CMDLINE mpiexec --oversubscribe -n 6 python run.py
CHLD 1 473.449219 1616612830.7797
CHLD 2 473.449219 1616612830.7798
CHLD 3 474.308594 1616612830.7799
CHLD 4 473.562500 1616612830.7800
CHLD 5 471.917969 1616612830.7800
MEM 2835.019531 1616612830.8988
CHLD 0 448.246094 1616612830.9167
CHLD 1 473.449219 1616612830.9167
CHLD 2 473.449219 1616612830.9168
CHLD 3 474.308594 1616612830.9169
CHLD 4 473.562500 1616612830.9169
CHLD 5 471.917969 1616612830.9170
MEM 2835.019531 1616612831.0357
CHLD 0 448.246094 1616612831.0535
CHLD 1 473.449219 1616612831.0536
CHLD 2 473.449219 1616612831.0537
CHLD 3 474.308594 1616612831.0537
CHLD 4 473.562500 1616612831.0538
CHLD 5 471.917969 1616612831.0539
MEM 2835.019531 1616612831.1723
CHLD 0 448.246094 1616612831.1901
CHLD 1 473.449219 1616612831.1901
CHLD 2 473.449219 1616612831.1902
CHLD 3 474.308594 1616612831.1903
CHLD 4 473.562500 1616612831.1904
CHLD 5 471.917969 1616612831.1904
MEM 2835.019531 1616612831.3090
CHLD 0 448.246094 1616612831.3268
CHLD 1 473.449219 1616612831.3268
CHLD 2 473.449219 1616612831.3269
CHLD 3 474.308594 1616612831.3270
CHLD 4 473.562500 1616612831.3271
CHLD 5 471.917969 1616612831.3271
MEM 2835.019531 1616612831.4459
CHLD 0 448.246094 1616612831.4639
CHLD 1 473.449219 1616612831.4640
CHLD 2 473.449219 1616612831.4640
CHLD 3 474.308594 1616612831.4641
CHLD 4 473.562500 1616612831.4642
CHLD 5 471.917969 1616612831.4642
MEM 2835.019531 1616612831.5833
CHLD 0 448.246094 1616612831.6012
CHLD 1 473.449219 1616612831.6013
CHLD 2 473.449219 1616612831.6014
CHLD 3 474.308594 1616612831.6014
CHLD 4 473.562500 1616612831.6015
CHLD 5 471.917969 1616612831.6016
MEM 2835.019531 1616612831.7200
CHLD 0 448.246094 1616612831.7377
CHLD 1 473.449219 1616612831.7377
CHLD 2 473.449219 1616612831.7378
CHLD 3 474.308594 1616612831.7379
CHLD 4 473.562500 1616612831.7380
CHLD 5 471.917969 1616612831.7380
MEM 2835.019531 1616612831.8569
CHLD 0 448.246094 1616612831.8751
CHLD 1 473.449219 1616612831.8752
CHLD 2 473.449219 1616612831.8753
CHLD 3 474.308594 1616612831.8754
CHLD 4 473.562500 1616612831.8754
CHLD 5 471.917969 1616612831.8755
MEM 2835.019531 1616612831.9943
CHLD 0 448.246094 1616612832.0124
CHLD 1 473.449219 1616612832.0125
CHLD 2 473.449219 1616612832.0125
CHLD 3 474.308594 1616612832.0126
CHLD 4 473.562500 1616612832.0127
CHLD 5 471.917969 1616612832.0127
MEM 2835.019531 1616612832.1317
CHLD 0 448.246094 1616612832.1496
CHLD 1 473.449219 1616612832.1497
CHLD 2 473.449219 1616612832.1498
CHLD 3 474.308594 1616612832.1499
CHLD 4 473.562500 1616612832.1499
CHLD 5 471.917969 1616612832.1500
MEM 2835.019531 1616612832.2689
CHLD 0 448.246094 1616612832.2869
CHLD 1 473.449219 1616612832.2870
CHLD 2 473.449219 1616612832.2871
CHLD 3 474.308594 1616612832.2871
CHLD 4 473.562500 1616612832.2872
CHLD 5 471.917969 1616612832.2873
MEM 2835.019531 1616612832.4061
CHLD 0 448.246094 1616612832.4247
CHLD 1 473.449219 1616612832.4247
CHLD 2 473.449219 1616612832.4248
CHLD 3 474.308594 1616612832.4249
CHLD 4 473.562500 1616612832.4250
CHLD 5 471.917969 1616612832.4250
MEM 2855.125000 1616612832.5438
CHLD 0 448.246094 1616612832.5619
CHLD 1 473.449219 1616612832.5620
CHLD 2 473.449219 1616612832.5621
CHLD 3 474.308594 1616612832.5622
CHLD 4 513.261719 1616612832.5622
CHLD 5 471.917969 1616612832.5623
MEM 3005.945312 1616612832.6815
CHLD 0 448.246094 1616612832.7001
CHLD 1 473.449219 1616612832.7002
CHLD 2 473.449219 1616612832.7003
CHLD 3 474.308594 1616612832.7004
CHLD 4 664.597656 1616612832.7005
CHLD 5 471.917969 1616612832.7005
MEM 3079.679688 1616612832.8195
CHLD 0 448.246094 1616612832.8379
CHLD 1 473.449219 1616612832.8380
CHLD 2 473.449219 1616612832.8381
CHLD 3 474.308594 1616612832.8382
CHLD 4 718.222656 1616612832.8382
CHLD 5 471.917969 1616612832.8383
MEM 3079.679688 1616612832.9572
CHLD 0 448.246094 1616612832.9755
CHLD 1 473.449219 1616612832.9756
CHLD 2 473.449219 1616612832.9757
CHLD 3 474.308594 1616612832.9757
CHLD 4 718.222656 1616612832.9758
CHLD 5 471.917969 1616612832.9758
MEM 3079.679688 1616612833.0946
CHLD 0 448.246094 1616612833.1126
CHLD 1 473.449219 1616612833.1127
CHLD 2 473.449219 1616612833.1128
CHLD 3 474.308594 1616612833.1129
CHLD 4 718.222656 1616612833.1129
CHLD 5 471.917969 1616612833.1130
MEM 2957.371094 1616612833.2320
CHLD 0 448.246094 1616612833.2504
CHLD 1 473.449219 1616612833.2505
CHLD 2 473.449219 1616612833.2506
CHLD 3 474.308594 1616612833.2507
CHLD 4 595.914062 1616612833.2508
CHLD 5 471.917969 1616612833.2508
MEM 2976.703125 1616612833.3700
CHLD 0 448.246094 1616612833.3884
CHLD 1 473.449219 1616612833.3885
CHLD 2 473.449219 1616612833.3886
CHLD 3 474.308594 1616612833.3886
CHLD 4 615.246094 1616612833.3887
CHLD 5 471.917969 1616612833.3888
MEM 3035.402344 1616612833.5085
CHLD 0 448.246094 1616612833.5278
CHLD 1 473.449219 1616612833.5279
CHLD 2 473.449219 1616612833.5279
CHLD 3 474.308594 1616612833.5280
CHLD 4 673.945312 1616612833.5281
CHLD 5 471.917969 1616612833.5281
MEM 3035.402344 1616612833.6537
CHLD 0 448.246094 1616612833.6736
CHLD 1 473.449219 1616612833.6737
CHLD 2 473.449219 1616612833.6738
CHLD 3 474.308594 1616612833.6739
CHLD 4 673.945312 1616612833.6740
CHLD 5 471.917969 1616612833.6741
MEM 3035.402344 1616612833.7945
CHLD 0 448.246094 1616612833.8136
CHLD 1 473.449219 1616612833.8137
CHLD 2 473.449219 1616612833.8138
CHLD 3 474.308594 1616612833.8138
CHLD 4 482.390625 1616612833.8139
CHLD 5 471.917969 1616612833.8140
MEM 2967.566406 1616612833.9333
CHLD 0 602.066406 1616612833.9520
CHLD 1 473.449219 1616612833.9521
CHLD 2 473.449219 1616612833.9521
CHLD 3 474.308594 1616612833.9522
CHLD 4 473.687500 1616612833.9523
CHLD 5 471.917969 1616612833.9524
MEM 3125.136719 1616612834.0714
CHLD 0 760.152344 1616612834.0900
CHLD 1 473.449219 1616612834.0901
CHLD 2 473.449219 1616612834.0901
CHLD 3 474.308594 1616612834.0902
CHLD 4 473.687500 1616612834.0903
CHLD 5 471.917969 1616612834.0903
MEM 3061.292969 1616612834.2100
CHLD 0 654.546875 1616612834.2292
CHLD 1 473.449219 1616612834.2293
CHLD 2 473.449219 1616612834.2294
CHLD 3 474.308594 1616612834.2295
CHLD 4 514.675781 1616612834.2295
CHLD 5 471.917969 1616612834.2296
MEM 3214.949219 1616612834.3498
CHLD 0 654.546875 1616612834.3688
CHLD 1 473.449219 1616612834.3689
CHLD 2 473.449219 1616612834.3690
CHLD 3 474.308594 1616612834.3690
CHLD 4 668.847656 1616612834.3691
CHLD 5 471.917969 1616612834.3692
MEM 3138.585938 1616612834.4886
CHLD 0 448.246094 1616612834.5076
CHLD 1 473.449219 1616612834.5077
CHLD 2 473.449219 1616612834.5078
CHLD 3 474.308594 1616612834.5079
CHLD 4 794.660156 1616612834.5079
CHLD 5 471.917969 1616612834.5080
MEM 2997.449219 1616612834.6275
CHLD 0 448.246094 1616612834.6464
CHLD 1 473.449219 1616612834.6465
CHLD 2 473.449219 1616612834.6466
CHLD 3 474.308594 1616612834.6467
CHLD 4 473.687500 1616612834.6467
CHLD 5 471.917969 1616612834.6468
MEM 2835.144531 1616612834.7666
CHLD 0 448.246094 1616612834.7856
CHLD 1 473.449219 1616612834.7857
CHLD 2 473.449219 1616612834.7858
CHLD 3 474.308594 1616612834.7859
CHLD 4 473.687500 1616612834.7859
CHLD 5 471.917969 1616612834.7860
MEM 2835.144531 1616612834.9055
CHLD 0 448.246094 1616612834.9243
CHLD 1 473.449219 1616612834.9243
CHLD 2 473.449219 1616612834.9244
CHLD 3 474.308594 1616612834.9245
CHLD 4 473.687500 1616612834.9246
CHLD 5 471.917969 1616612834.9247
MEM 2835.144531 1616612835.0445
CHLD 0 448.246094 1616612835.0635
CHLD 1 473.449219 1616612835.0636
CHLD 2 473.449219 1616612835.0637
CHLD 3 474.308594 1616612835.0638
CHLD 4 473.687500 1616612835.0639
CHLD 5 471.917969 1616612835.0640
MEM 2835.144531 1616612835.1837
CHLD 0 448.246094 1616612835.2025
CHLD 1 473.449219 1616612835.2026
CHLD 2 473.449219 1616612835.2026
CHLD 3 474.308594 1616612835.2027
CHLD 4 473.687500 1616612835.2028
CHLD 5 471.917969 1616612835.2029
MEM 2835.144531 1616612835.3226
CHLD 0 448.246094 1616612835.3417
CHLD 1 473.449219 1616612835.3418
CHLD 2 473.449219 1616612835.3418
CHLD 3 474.308594 1616612835.3419
CHLD 4 473.687500 1616612835.3419
CHLD 5 471.917969 1616612835.3420
MEM 2835.144531 1616612835.4616
CHLD 0 448.246094 1616612835.4803
CHLD 1 473.449219 1616612835.4804
CHLD 2 473.449219 1616612835.4805
CHLD 3 474.308594 1616612835.4806
CHLD 4 473.687500 1616612835.4807
CHLD 5 471.917969 1616612835.4807
MEM 2835.144531 1616612835.5999
CHLD 0 448.246094 1616612835.6183
CHLD 1 473.449219 1616612835.6184
CHLD 2 473.449219 1616612835.6184
CHLD 3 474.308594 1616612835.6185
CHLD 4 473.687500 1616612835.6186
CHLD 5 471.917969 1616612835.6187
MEM 2835.144531 1616612835.7374
CHLD 0 448.246094 1616612835.7556
CHLD 1 473.449219 1616612835.7557
CHLD 2 473.449219 1616612835.7558
CHLD 3 474.308594 1616612835.7558
CHLD 4 473.687500 1616612835.7559
CHLD 5 471.917969 1616612835.7559
MEM 2835.144531 1616612835.8747
CHLD 0 448.246094 1616612835.8930
CHLD 1 473.449219 1616612835.8931
CHLD 2 473.449219 1616612835.8932
CHLD 3 474.308594 1616612835.8932
CHLD 4 473.687500 1616612835.8933
CHLD 5 471.917969 1616612835.8934
MEM 2835.144531 1616612836.0121
CHLD 0 448.246094 1616612836.0304
CHLD 1 473.449219 1616612836.0305
CHLD 2 473.449219 1616612836.0305
CHLD 3 474.308594 1616612836.0306
CHLD 4 473.687500 1616612836.0306
CHLD 5 471.917969 1616612836.0307
MEM 2835.144531 1616612836.1497
CHLD 0 448.246094 1616612836.1680
CHLD 1 473.449219 1616612836.1681
CHLD 2 473.449219 1616612836.1682
CHLD 3 474.308594 1616612836.1682
CHLD 4 473.687500 1616612836.1683
CHLD 5 471.917969 1616612836.1684
MEM 2835.144531 1616612836.2876
CHLD 0 448.246094 1616612836.3059
CHLD 1 473.449219 1616612836.3059
CHLD 2 473.449219 1616612836.3060
CHLD 3 474.308594 1616612836.3061
CHLD 4 473.687500 1616612836.3062
CHLD 5 471.917969 1616612836.3062
MEM 2835.144531 1616612836.4250
CHLD 0 448.246094 1616612836.4433
CHLD 1 473.449219 1616612836.4434
CHLD 2 473.449219 1616612836.4434
CHLD 3 474.308594 1616612836.4435
CHLD 4 473.687500 1616612836.4436
CHLD 5 471.917969 1616612836.4437
MEM 2835.144531 1616612836.5627
CHLD 0 448.246094 1616612836.5806
CHLD 1 473.449219 1616612836.5807
CHLD 2 473.449219 1616612836.5808
CHLD 3 474.308594 1616612836.5809
CHLD 4 473.687500 1616612836.5809
CHLD 5 471.917969 1616612836.5810
MEM 2835.144531 1616612836.6997
CHLD 0 448.246094 1616612836.7180
CHLD 1 473.449219 1616612836.7180
CHLD 2 473.449219 1616612836.7181
CHLD 3 474.308594 1616612836.7182
CHLD 4 473.687500 1616612836.7182
CHLD 5 471.917969 1616612836.7183
MEM 2835.144531 1616612836.8372
CHLD 0 448.246094 1616612836.8555
CHLD 1 473.449219 1616612836.8556
CHLD 2 473.449219 1616612836.8557
CHLD 3 474.308594 1616612836.8558
CHLD 4 473.687500 1616612836.8559
CHLD 5 471.917969 1616612836.8560
MEM 2835.144531 1616612836.9750
CHLD 0 448.246094 1616612836.9935
CHLD 1 473.449219 1616612836.9935
CHLD 2 473.449219 1616612836.9936
CHLD 3 474.308594 1616612836.9937
CHLD 4 473.687500 1616612836.9937
CHLD 5 471.917969 1616612836.9938
MEM 2835.144531 1616612837.1124
CHLD 0 448.246094 1616612837.1303
CHLD 1 473.449219 1616612837.1304
CHLD 2 473.449219 1616612837.1304
CHLD 3 474.308594 1616612837.1305
CHLD 4 473.687500 1616612837.1306
CHLD 5 471.917969 1616612837.1306
MEM 2835.144531 1616612837.2498
CHLD 0 448.246094 1616612837.2679
CHLD 1 473.449219 1616612837.2679
CHLD 2 473.449219 1616612837.2680
CHLD 3 474.308594 1616612837.2681
CHLD 4 473.687500 1616612837.2682
CHLD 5 471.917969 1616612837.2683
MEM 2835.144531 1616612837.3868
CHLD 0 448.246094 1616612837.4050
CHLD 1 473.449219 1616612837.4051
CHLD 2 473.449219 1616612837.4052
CHLD 3 474.308594 1616612837.4053
CHLD 4 473.687500 1616612837.4054
CHLD 5 471.917969 1616612837.4054
MEM 2835.144531 1616612837.5240
CHLD 0 448.246094 1616612837.5426
CHLD 1 473.449219 1616612837.5426
CHLD 2 473.449219 1616612837.5427
CHLD 3 474.308594 1616612837.5428
CHLD 4 473.687500 1616612837.5428
CHLD 5 471.917969 1616612837.5429
MEM 2835.144531 1616612837.6617
CHLD 0 448.246094 1616612837.6800
CHLD 1 473.449219 1616612837.6801
CHLD 2 473.449219 1616612837.6802
CHLD 3 474.308594 1616612837.6802
CHLD 4 473.687500 1616612837.6803
CHLD 5 471.917969 1616612837.6803
MEM 2835.144531 1616612837.7992
CHLD 0 448.246094 1616612837.8173
CHLD 1 473.449219 1616612837.8174
CHLD 2 473.449219 1616612837.8175
CHLD 3 474.308594 1616612837.8176
CHLD 4 473.687500 1616612837.8177
CHLD 5 471.917969 1616612837.8177
MEM 2835.144531 1616612837.9367
CHLD 0 448.246094 1616612837.9548
CHLD 1 473.449219 1616612837.9548
CHLD 2 473.449219 1616612837.9549
CHLD 3 474.308594 1616612837.9550
CHLD 4 473.687500 1616612837.9551
CHLD 5 471.917969 1616612837.9551
MEM 2835.144531 1616612838.0734
CHLD 0 448.246094 1616612838.0910
CHLD 1 473.449219 1616612838.0911
CHLD 2 473.449219 1616612838.0911
CHLD 3 474.308594 1616612838.0912
CHLD 4 473.687500 1616612838.0913
CHLD 5 471.917969 1616612838.0913
MEM 2835.144531 1616612838.2099
CHLD 0 448.246094 1616612838.2280
CHLD 1 473.449219 1616612838.2281
CHLD 2 473.449219 1616612838.2281
CHLD 3 474.308594 1616612838.2282
CHLD 4 473.687500 1616612838.2283
CHLD 5 471.917969 1616612838.2283
MEM 2835.144531 1616612838.3469
CHLD 0 448.246094 1616612838.3648
CHLD 1 473.449219 1616612838.3648
CHLD 2 473.449219 1616612838.3649
CHLD 3 474.308594 1616612838.3650
CHLD 4 473.687500 1616612838.3650
CHLD 5 471.917969 1616612838.3651
MEM 2835.144531 1616612838.4836
CHLD 0 448.246094 1616612838.5012
CHLD 1 473.449219 1616612838.5012
CHLD 2 473.449219 1616612838.5013
CHLD 3 474.308594 1616612838.5014
CHLD 4 473.687500 1616612838.5014
CHLD 5 471.917969 1616612838.5015
MEM 2835.144531 1616612838.6202
CHLD 0 448.246094 1616612838.6382
CHLD 1 473.449219 1616612838.6383
CHLD 2 473.449219 1616612838.6383
CHLD 3 474.308594 1616612838.6384
CHLD 4 473.687500 1616612838.6385
CHLD 5 471.917969 1616612838.6385
MEM 2835.144531 1616612838.7569
CHLD 0 448.246094 1616612838.7747
CHLD 1 473.449219 1616612838.7748
CHLD 2 473.449219 1616612838.7749
CHLD 3 474.308594 1616612838.7749
CHLD 4 473.687500 1616612838.7750
CHLD 5 471.917969 1616612838.7751
MEM 2835.144531 1616612838.8933
CHLD 0 448.246094 1616612838.9112
CHLD 1 473.449219 1616612838.9112
CHLD 2 473.449219 1616612838.9113
CHLD 3 474.308594 1616612838.9114
CHLD 4 473.687500 1616612838.9114
CHLD 5 471.917969 1616612838.9115
MEM 2835.144531 1616612839.0297
CHLD 0 448.246094 1616612839.0473
CHLD 1 473.449219 1616612839.0474
CHLD 2 473.449219 1616612839.0475
CHLD 3 474.308594 1616612839.0476
CHLD 4 473.687500 1616612839.0476
CHLD 5 471.917969 1616612839.0477
MEM 2835.144531 1616612839.1664
CHLD 0 448.246094 1616612839.1842
CHLD 1 473.449219 1616612839.1843
CHLD 2 473.449219 1616612839.1844
CHLD 3 474.308594 1616612839.1844
CHLD 4 473.687500 1616612839.1845
CHLD 5 471.917969 1616612839.1846
MEM 2835.144531 1616612839.3029
CHLD 0 448.246094 1616612839.3206
CHLD 1 473.449219 1616612839.3206
CHLD 2 473.449219 1616612839.3207
CHLD 3 474.308594 1616612839.3208
CHLD 4 473.687500 1616612839.3208
CHLD 5 471.917969 1616612839.3209
MEM 2835.144531 1616612839.4394
CHLD 0 448.246094 1616612839.4572
CHLD 1 473.449219 1616612839.4572
CHLD 2 473.449219 1616612839.4573
CHLD 3 474.308594 1616612839.4574
CHLD 4 473.687500 1616612839.4574
CHLD 5 471.917969 1616612839.4575
MEM 2990.089844 1616612839.5756
CHLD 0 448.246094 1616612839.5927
CHLD 1 473.449219 1616612839.5928
CHLD 2 473.449219 1616612839.5929
CHLD 3 655.035156 1616612839.5930
CHLD 4 473.687500 1616612839.5930
CHLD 5 471.917969 1616612839.5931
MEM 3079.808594 1616612839.7115
CHLD 0 448.246094 1616612839.7290
CHLD 1 473.449219 1616612839.7291
CHLD 2 473.449219 1616612839.7292
CHLD 3 718.972656 1616612839.7293
CHLD 4 473.687500 1616612839.7293
CHLD 5 471.917969 1616612839.7294
MEM 3079.808594 1616612839.8483
CHLD 0 448.246094 1616612839.8667
CHLD 1 473.449219 1616612839.8668
CHLD 2 473.449219 1616612839.8669
CHLD 3 718.972656 1616612839.8670
CHLD 4 473.687500 1616612839.8670
CHLD 5 471.917969 1616612839.8671
MEM 2966.261719 1616612839.9842
CHLD 0 448.246094 1616612839.9999
CHLD 1 473.449219 1616612839.9999
CHLD 2 473.449219 1616612840.0000
CHLD 3 596.722656 1616612840.0001
CHLD 4 473.687500 1616612840.0001
CHLD 5 471.917969 1616612840.0002
MEM 2975.601562 1616612840.1213
CHLD 0 448.246094 1616612840.1466
CHLD 1 473.449219 1616612840.1467
CHLD 2 473.449219 1616612840.1468
CHLD 3 614.765625 1616612840.1469
CHLD 4 473.687500 1616612840.1470
CHLD 5 471.917969 1616612840.1471
MEM 3034.300781 1616612840.2666
CHLD 0 448.246094 1616612840.2859
CHLD 1 473.449219 1616612840.2860
CHLD 2 473.449219 1616612840.2860
CHLD 3 673.464844 1616612840.2861
CHLD 4 473.687500 1616612840.2862
CHLD 5 471.917969 1616612840.2863
MEM 2968.972656 1616612840.4034
CHLD 0 448.246094 1616612840.4202
CHLD 1 473.449219 1616612840.4203
CHLD 2 473.449219 1616612840.4204
CHLD 3 473.148438 1616612840.4204
CHLD 4 473.687500 1616612840.4205
CHLD 5 471.917969 1616612840.4206
MEM 2976.718750 1616612840.5405
CHLD 0 613.925781 1616612840.5595
CHLD 1 473.449219 1616612840.5596
CHLD 2 473.449219 1616612840.5597
CHLD 3 473.148438 1616612840.5598
CHLD 4 473.687500 1616612840.5598
CHLD 5 471.917969 1616612840.5599
MEM 3144.085938 1616612840.6797
CHLD 0 781.808594 1616612840.6988
CHLD 1 473.449219 1616612840.6989
CHLD 2 473.449219 1616612840.6989
CHLD 3 473.148438 1616612840.6990
CHLD 4 473.687500 1616612840.6991
CHLD 5 471.917969 1616612840.6992
MEM 3091.070312 1616612840.8171
CHLD 0 654.546875 1616612840.8343
CHLD 1 473.449219 1616612840.8344
CHLD 2 473.449219 1616612840.8345
CHLD 3 543.785156 1616612840.8345
CHLD 4 473.687500 1616612840.8346
CHLD 5 471.917969 1616612840.8346
MEM 3069.878906 1616612840.9533
CHLD 0 448.246094 1616612840.9712
CHLD 1 473.449219 1616612840.9713
CHLD 2 473.449219 1616612840.9713
CHLD 3 725.285156 1616612840.9714
CHLD 4 473.687500 1616612840.9715
CHLD 5 471.917969 1616612840.9715
MEM 3222.761719 1616612841.0900
CHLD 0 448.246094 1616612841.1079
CHLD 1 473.449219 1616612841.1080
CHLD 2 473.449219 1616612841.1081
CHLD 3 878.683594 1616612841.1081
CHLD 4 473.687500 1616612841.1082
CHLD 5 471.917969 1616612841.1083
MEM 2834.027344 1616612841.2280
CHLD 0 448.246094 1616612841.2470
CHLD 1 473.449219 1616612841.2471
CHLD 2 473.449219 1616612841.2472
CHLD 3 473.191406 1616612841.2473
CHLD 4 473.687500 1616612841.2474
CHLD 5 471.917969 1616612841.2475
MEM 2834.027344 1616612841.3674
CHLD 0 448.246094 1616612841.3866
CHLD 1 473.449219 1616612841.3867
CHLD 2 473.449219 1616612841.3868
CHLD 3 473.191406 1616612841.3869
CHLD 4 473.687500 1616612841.3870
CHLD 5 471.917969 1616612841.3871
MEM 2860.835938 1616612841.5075
CHLD 0 448.246094 1616612841.5273
CHLD 1 521.914062 1616612841.5274
CHLD 2 473.449219 1616612841.5275
CHLD 3 473.191406 1616612841.5276
CHLD 4 473.687500 1616612841.5277
CHLD 5 471.917969 1616612841.5278
MEM 3013.203125 1616612841.6477
CHLD 0 448.246094 1616612841.6669
CHLD 1 674.023438 1616612841.6670
CHLD 2 473.449219 1616612841.6671
CHLD 3 473.191406 1616612841.6672
CHLD 4 473.687500 1616612841.6673
CHLD 5 471.917969 1616612841.6674
MEM 3078.687500 1616612841.7844
CHLD 0 448.246094 1616612841.8025
CHLD 1 718.109375 1616612841.8026
CHLD 2 473.449219 1616612841.8027
CHLD 3 473.191406 1616612841.8028
CHLD 4 473.687500 1616612841.8029
CHLD 5 471.917969 1616612841.8029
MEM 3078.687500 1616612841.9220
CHLD 0 448.246094 1616612841.9404
CHLD 1 718.109375 1616612841.9405
CHLD 2 473.449219 1616612841.9406
CHLD 3 473.191406 1616612841.9406
CHLD 4 473.687500 1616612841.9407
CHLD 5 471.917969 1616612841.9407
MEM 3078.687500 1616612842.0641
CHLD 0 448.246094 1616612842.0832
CHLD 1 718.109375 1616612842.0833
CHLD 2 473.449219 1616612842.0834
CHLD 3 473.191406 1616612842.0834
CHLD 4 473.687500 1616612842.0835
CHLD 5 471.917969 1616612842.0836
MEM 2956.378906 1616612842.2025
CHLD 0 448.246094 1616612842.2209
CHLD 1 595.800781 1616612842.2210
CHLD 2 473.449219 1616612842.2211
CHLD 3 473.191406 1616612842.2212
CHLD 4 473.687500 1616612842.2212
CHLD 5 471.917969 1616612842.2213
MEM 2975.710938 1616612842.3406
CHLD 0 448.246094 1616612842.3590
CHLD 1 615.132812 1616612842.3591
CHLD 2 473.449219 1616612842.3592
CHLD 3 473.191406 1616612842.3593
CHLD 4 473.687500 1616612842.3593
CHLD 5 471.917969 1616612842.3594
MEM 2975.710938 1616612842.4784
CHLD 0 448.246094 1616612842.4966
CHLD 1 625.187500 1616612842.4967
CHLD 2 473.449219 1616612842.4968
CHLD 3 473.191406 1616612842.4969
CHLD 4 473.687500 1616612842.4969
CHLD 5 471.917969 1616612842.4970
MEM 3034.152344 1616612842.6165
CHLD 0 448.246094 1616612842.6351
CHLD 1 673.574219 1616612842.6352
CHLD 2 473.449219 1616612842.6352
CHLD 3 473.191406 1616612842.6353
CHLD 4 473.687500 1616612842.6354
CHLD 5 471.917969 1616612842.6354
MEM 3034.152344 1616612842.7556
CHLD 0 448.246094 1616612842.7748
CHLD 1 673.574219 1616612842.7750
CHLD 2 473.449219 1616612842.7750
CHLD 3 473.191406 1616612842.7751
CHLD 4 473.687500 1616612842.7752
CHLD 5 471.917969 1616612842.7753
MEM 2868.179688 1616612842.8949
CHLD 0 499.214844 1616612842.9137
CHLD 1 473.390625 1616612842.9138
CHLD 2 473.449219 1616612842.9139
CHLD 3 473.191406 1616612842.9139
CHLD 4 473.687500 1616612842.9140
CHLD 5 471.917969 1616612842.9141
MEM 3020.531250 1616612843.0338
CHLD 0 652.082031 1616612843.0529
CHLD 1 473.390625 1616612843.0530
CHLD 2 473.449219 1616612843.0531
CHLD 3 473.191406 1616612843.0532
CHLD 4 473.687500 1616612843.0532
CHLD 5 471.917969 1616612843.0533
MEM 3171.914062 1616612843.1728
CHLD 0 802.691406 1616612843.1914
CHLD 1 473.390625 1616612843.1915
CHLD 2 473.449219 1616612843.1915
CHLD 3 473.191406 1616612843.1916
CHLD 4 473.687500 1616612843.1917
CHLD 5 471.917969 1616612843.1917
MEM 3104.203125 1616612843.3125
CHLD 0 654.546875 1616612843.3319
CHLD 1 560.011719 1616612843.3320
CHLD 2 473.449219 1616612843.3320
CHLD 3 473.191406 1616612843.3321
CHLD 4 473.687500 1616612843.3322
CHLD 5 471.917969 1616612843.3323
MEM 3142.921875 1616612843.4505
CHLD 0 448.246094 1616612843.4679
CHLD 1 705.933594 1616612843.4680
CHLD 2 473.449219 1616612843.4681
CHLD 3 473.191406 1616612843.4681
CHLD 4 473.687500 1616612843.4682
CHLD 5 471.917969 1616612843.4683
MEM 3237.695312 1616612843.5873
CHLD 0 448.246094 1616612843.6057
CHLD 1 834.066406 1616612843.6058
CHLD 2 473.449219 1616612843.6059
CHLD 3 473.191406 1616612843.6060
CHLD 4 473.687500 1616612843.6060
CHLD 5 552.093750 1616612843.6061
MEM 3064.156250 1616612843.7255
CHLD 0 486.582031 1616612843.7443
CHLD 1 473.433594 1616612843.7444
CHLD 2 473.449219 1616612843.7445
CHLD 3 473.191406 1616612843.7445
CHLD 4 473.687500 1616612843.7446
CHLD 5 701.109375 1616612843.7447
MEM 3251.312500 1616612843.8643
CHLD 0 638.160156 1616612843.8830
CHLD 1 473.433594 1616612843.8831
CHLD 2 473.449219 1616612843.8832
CHLD 3 473.191406 1616612843.8833
CHLD 4 473.687500 1616612843.8833
CHLD 5 716.578125 1616612843.8835
MEM 3407.593750 1616612844.0020
CHLD 0 798.566406 1616612844.0199
CHLD 1 473.433594 1616612844.0200
CHLD 2 473.449219 1616612844.0200
CHLD 3 473.191406 1616612844.0201
CHLD 4 473.687500 1616612844.0202
CHLD 5 716.578125 1616612844.0203
MEM 3344.523438 1616612844.1389
CHLD 0 654.546875 1616612844.1568
CHLD 1 552.835938 1616612844.1569
CHLD 2 473.449219 1616612844.1569
CHLD 3 473.191406 1616612844.1570
CHLD 4 473.687500 1616612844.1571
CHLD 5 716.578125 1616612844.1572
MEM 3465.070312 1616612844.2757
CHLD 0 448.246094 1616612844.2936
CHLD 1 690.765625 1616612844.2937
CHLD 2 589.460938 1616612844.2937
CHLD 3 473.191406 1616612844.2938
CHLD 4 473.687500 1616612844.2938
CHLD 5 598.906250 1616612844.2939
MEM 3520.187500 1616612844.4127
CHLD 0 448.246094 1616612844.4305
CHLD 1 803.945312 1616612844.4305
CHLD 2 718.109375 1616612844.4306
CHLD 3 473.191406 1616612844.4307
CHLD 4 473.687500 1616612844.4307
CHLD 5 634.226562 1616612844.4308
MEM 3360.105469 1616612844.5513
CHLD 0 448.246094 1616612844.5704
CHLD 1 473.601562 1616612844.5705
CHLD 2 718.109375 1616612844.5706
CHLD 3 473.191406 1616612844.5707
CHLD 4 473.687500 1616612844.5708
CHLD 5 671.785156 1616612844.5708
MEM 3278.707031 1616612844.6916
CHLD 0 448.246094 1616612844.7114
CHLD 1 473.601562 1616612844.7115
