CMDLINE mpiexec --oversubscribe -n 6 python run.py
CHLD 5 206.589844 1616612191.0519
MEM 1258.261719 1616612191.1655
CHLD 0 207.316406 1616612191.1715
CHLD 1 207.652344 1616612191.1715
CHLD 2 207.988281 1616612191.1715
CHLD 3 207.550781 1616612191.1716
CHLD 4 207.968750 1616612191.1716
CHLD 5 206.976562 1616612191.1716
MEM 1259.894531 1616612191.2842
CHLD 0 207.570312 1616612191.2917
CHLD 1 208.007812 1616612191.2918
CHLD 2 208.242188 1616612191.2918
CHLD 3 207.804688 1616612191.2918
CHLD 4 208.226562 1616612191.2918
CHLD 5 207.234375 1616612191.2919
MEM 1261.433594 1616612191.3995
CHLD 0 207.824219 1616612191.4059
CHLD 1 208.261719 1616612191.4059
CHLD 2 208.500000 1616612191.4059
CHLD 3 208.062500 1616612191.4060
CHLD 4 208.484375 1616612191.4060
CHLD 5 207.492188 1616612191.4060
MEM 1262.718750 1616612191.5193
CHLD 0 208.023438 1616612191.5251
CHLD 1 208.429688 1616612191.5251
CHLD 2 208.691406 1616612191.5252
CHLD 3 208.257812 1616612191.5252
CHLD 4 208.746094 1616612191.5252
CHLD 5 207.761719 1616612191.5252
MEM 1262.718750 1616612191.6382
CHLD 0 208.023438 1616612191.6458
CHLD 1 208.429688 1616612191.6459
CHLD 2 208.691406 1616612191.6459
CHLD 3 208.257812 1616612191.6459
CHLD 4 208.746094 1616612191.6459
CHLD 5 207.761719 1616612191.6459
MEM 1265.269531 1616612191.7602
CHLD 0 208.425781 1616612191.7680
CHLD 1 208.832031 1616612191.7680
CHLD 2 209.097656 1616612191.7681
CHLD 3 208.656250 1616612191.7681
CHLD 4 209.218750 1616612191.7681
CHLD 5 208.230469 1616612191.7681
MEM 1266.804688 1616612191.8856
CHLD 0 208.679688 1616612191.8913
CHLD 1 209.089844 1616612191.8913
CHLD 2 209.355469 1616612191.8914
CHLD 3 208.910156 1616612191.8914
CHLD 4 209.472656 1616612191.8914
CHLD 5 208.488281 1616612191.8914
MEM 1268.085938 1616612192.0062
CHLD 0 208.816406 1616612192.0119
CHLD 1 209.343750 1616612192.0119
CHLD 2 209.609375 1616612192.0119
CHLD 3 209.046875 1616612192.0120
CHLD 4 209.722656 1616612192.0120
CHLD 5 208.738281 1616612192.0120
MEM 1269.984375 1616612192.1192
CHLD 0 209.312500 1616612192.1254
CHLD 1 209.593750 1616612192.1254
CHLD 2 209.859375 1616612192.1255
CHLD 3 209.546875 1616612192.1255
CHLD 4 209.875000 1616612192.1255
CHLD 5 208.988281 1616612192.1255
MEM 1270.996094 1616612192.2397
CHLD 0 209.312500 1616612192.2474
CHLD 1 209.847656 1616612192.2474
CHLD 2 210.113281 1616612192.2474
CHLD 3 209.546875 1616612192.2474
CHLD 4 210.125000 1616612192.2474
CHLD 5 209.242188 1616612192.2475
MEM 1272.542969 1616612192.3611
CHLD 0 209.570312 1616612192.3672
CHLD 1 210.105469 1616612192.3672
CHLD 2 210.371094 1616612192.3672
CHLD 3 209.804688 1616612192.3673
CHLD 4 210.382812 1616612192.3673
CHLD 5 209.500000 1616612192.3673
MEM 1272.828125 1616612192.4827
CHLD 0 209.777344 1616612192.4886
CHLD 1 210.187500 1616612192.4887
CHLD 2 210.449219 1616612192.4887
CHLD 3 209.804688 1616612192.4887
CHLD 4 210.382812 1616612192.4887
CHLD 5 209.500000 1616612192.4888
MEM 1273.636719 1616612192.6036
CHLD 0 209.777344 1616612192.6100
CHLD 1 210.187500 1616612192.6100
CHLD 2 210.449219 1616612192.6100
CHLD 3 210.015625 1616612192.6100
CHLD 4 210.640625 1616612192.6100
CHLD 5 209.757812 1616612192.6101
MEM 1274.976562 1616612192.7172
CHLD 0 210.031250 1616612192.7236
CHLD 1 210.500000 1616612192.7236
CHLD 2 210.757812 1616612192.7237
CHLD 3 210.320312 1616612192.7237
CHLD 4 210.800781 1616612192.7237
CHLD 5 209.757812 1616612192.7237
MEM 1274.976562 1616612192.8377
CHLD 0 210.031250 1616612192.8444
CHLD 1 210.500000 1616612192.8444
CHLD 2 210.757812 1616612192.8445
CHLD 3 210.320312 1616612192.8445
CHLD 4 210.800781 1616612192.8445
CHLD 5 209.757812 1616612192.8445
MEM 1274.976562 1616612192.9512
CHLD 0 210.031250 1616612192.9569
CHLD 1 210.500000 1616612192.9569
CHLD 2 210.757812 1616612192.9570
CHLD 3 210.320312 1616612192.9570
CHLD 4 210.800781 1616612192.9570
CHLD 5 209.757812 1616612192.9570
MEM 1274.976562 1616612193.0708
CHLD 0 210.031250 1616612193.0769
CHLD 1 210.500000 1616612193.0769
CHLD 2 210.757812 1616612193.0769
CHLD 3 210.320312 1616612193.0769
CHLD 4 210.800781 1616612193.0769
CHLD 5 209.757812 1616612193.0770
MEM 1274.976562 1616612193.1872
CHLD 0 210.031250 1616612193.1946
CHLD 1 210.500000 1616612193.1946
CHLD 2 210.757812 1616612193.1946
CHLD 3 210.320312 1616612193.1946
CHLD 4 210.800781 1616612193.1946
CHLD 5 209.757812 1616612193.1947
MEM 1274.976562 1616612193.3061
CHLD 0 210.031250 1616612193.3123
CHLD 1 210.500000 1616612193.3123
CHLD 2 210.757812 1616612193.3124
CHLD 3 210.320312 1616612193.3124
CHLD 4 210.800781 1616612193.3124
CHLD 5 209.757812 1616612193.3124
MEM 1274.976562 1616612193.4259
CHLD 0 210.031250 1616612193.4325
CHLD 1 210.500000 1616612193.4325
CHLD 2 210.757812 1616612193.4325
CHLD 3 210.320312 1616612193.4326
CHLD 4 210.800781 1616612193.4326
CHLD 5 209.757812 1616612193.4326
MEM 1275.234375 1616612193.5450
CHLD 0 210.031250 1616612193.5506
CHLD 1 210.500000 1616612193.5506
CHLD 2 210.757812 1616612193.5506
CHLD 3 210.320312 1616612193.5506
CHLD 4 210.800781 1616612193.5507
CHLD 5 210.015625 1616612193.5507
MEM 1276.507812 1616612193.6631
CHLD 0 210.289062 1616612193.6693
CHLD 1 210.753906 1616612193.6693
CHLD 2 211.011719 1616612193.6693
CHLD 3 210.574219 1616612193.6694
CHLD 4 211.054688 1616612193.6694
CHLD 5 210.015625 1616612193.6694
MEM 1276.761719 1616612193.7851
CHLD 0 210.289062 1616612193.7912
CHLD 1 210.753906 1616612193.7912
CHLD 2 211.011719 1616612193.7913
CHLD 3 210.574219 1616612193.7913
CHLD 4 211.054688 1616612193.7913
CHLD 5 210.269531 1616612193.7913
MEM 1278.050781 1616612193.9044
CHLD 0 210.546875 1616612193.9101
CHLD 1 211.011719 1616612193.9102
CHLD 2 211.269531 1616612193.9102
CHLD 3 210.832031 1616612193.9102
CHLD 4 211.312500 1616612193.9102
CHLD 5 210.269531 1616612193.9102
MEM 1278.546875 1616612194.0249
CHLD 0 210.691406 1616612194.0319
CHLD 1 211.011719 1616612194.0319
CHLD 2 211.269531 1616612194.0320
CHLD 3 210.925781 1616612194.0320
CHLD 4 211.312500 1616612194.0320
CHLD 5 210.527344 1616612194.0320
MEM 1278.546875 1616612194.1438
CHLD 0 210.691406 1616612194.1511
CHLD 1 211.011719 1616612194.1511
CHLD 2 211.269531 1616612194.1512
CHLD 3 210.925781 1616612194.1512
CHLD 4 211.312500 1616612194.1512
CHLD 5 210.527344 1616612194.1513
MEM 1279.800781 1616612194.2649
CHLD 0 211.062500 1616612194.2706
CHLD 1 211.464844 1616612194.2707
CHLD 2 211.730469 1616612194.2707
CHLD 3 211.246094 1616612194.2707
CHLD 4 211.773438 1616612194.2707
CHLD 5 210.882812 1616612194.2707
MEM 1310.289062 1616612194.3800
CHLD 0 218.199219 1616612194.3904
CHLD 1 216.691406 1616612194.3905
CHLD 2 218.742188 1616612194.3905
CHLD 3 218.062500 1616612194.3905
CHLD 4 218.871094 1616612194.3905
CHLD 5 216.312500 1616612194.3905
MEM 1333.449219 1616612194.5035
CHLD 0 218.375000 1616612194.5111
CHLD 1 218.636719 1616612194.5112
CHLD 2 218.917969 1616612194.5112
CHLD 3 218.492188 1616612194.5112
CHLD 4 219.042969 1616612194.5112
CHLD 5 218.234375 1616612194.5112
MEM 1334.449219 1616612194.6260
CHLD 0 218.546875 1616612194.6317
CHLD 1 218.808594 1616612194.6318
CHLD 2 219.070312 1616612194.6318
CHLD 3 218.664062 1616612194.6318
CHLD 4 219.214844 1616612194.6318
CHLD 5 218.394531 1616612194.6318
MEM 1334.585938 1616612194.7464
CHLD 0 218.566406 1616612194.7524
CHLD 1 218.828125 1616612194.7524
CHLD 2 219.109375 1616612194.7524
CHLD 3 218.683594 1616612194.7524
CHLD 4 219.234375 1616612194.7524
CHLD 5 218.414062 1616612194.7525
MEM 1334.679688 1616612194.8629
CHLD 0 218.582031 1616612194.8710
CHLD 1 218.843750 1616612194.8711
CHLD 2 219.125000 1616612194.8711
CHLD 3 218.699219 1616612194.8711
CHLD 4 219.250000 1616612194.8711
CHLD 5 218.429688 1616612194.8712
MEM 1337.386719 1616612194.9861
CHLD 0 219.035156 1616612194.9922
CHLD 1 219.304688 1616612194.9922
CHLD 2 219.574219 1616612194.9922
CHLD 3 219.156250 1616612194.9922
CHLD 4 219.683594 1616612194.9923
CHLD 5 218.882812 1616612194.9923
MEM 1335.714844 1616612195.1049
CHLD 0 218.859375 1616612195.1129
CHLD 1 219.109375 1616612195.1129
CHLD 2 219.371094 1616612195.1130
CHLD 3 218.953125 1616612195.1130
CHLD 4 219.492188 1616612195.1130
CHLD 5 218.695312 1616612195.1130
MEM 1336.503906 1616612195.2249
CHLD 0 218.902344 1616612195.2361
CHLD 1 219.156250 1616612195.2362
CHLD 2 219.417969 1616612195.2362
CHLD 3 219.000000 1616612195.2362
CHLD 4 219.535156 1616612195.2363
CHLD 5 218.742188 1616612195.2363
MEM 1337.644531 1616612195.3437
CHLD 0 219.093750 1616612195.3533
CHLD 1 219.316406 1616612195.3534
CHLD 2 219.597656 1616612195.3534
CHLD 3 219.234375 1616612195.3535
CHLD 4 219.746094 1616612195.3535
CHLD 5 218.906250 1616612195.3536
MEM 1338.656250 1616612195.4638
CHLD 0 219.210938 1616612195.4718
CHLD 1 219.488281 1616612195.4718
CHLD 2 219.781250 1616612195.4718
CHLD 3 219.394531 1616612195.4719
CHLD 4 219.894531 1616612195.4719
CHLD 5 219.136719 1616612195.4719
MEM 1339.558594 1616612195.5855
CHLD 0 219.367188 1616612195.5912
CHLD 1 219.648438 1616612195.5913
CHLD 2 219.945312 1616612195.5913
CHLD 3 219.535156 1616612195.5913
CHLD 4 220.039062 1616612195.5913
CHLD 5 219.273438 1616612195.5913
MEM 1345.242188 1616612195.7037
CHLD 0 220.332031 1616612195.7114
CHLD 1 220.621094 1616612195.7114
CHLD 2 220.843750 1616612195.7114
CHLD 3 220.500000 1616612195.7115
CHLD 4 220.957031 1616612195.7115
CHLD 5 220.238281 1616612195.7115
MEM 1347.488281 1616612195.8228
CHLD 0 220.730469 1616612195.8298
CHLD 1 221.011719 1616612195.8299
CHLD 2 221.253906 1616612195.8299
CHLD 3 220.906250 1616612195.8299
CHLD 4 221.371094 1616612195.8299
CHLD 5 220.652344 1616612195.8300
MEM 1342.851562 1616612195.9370
CHLD 0 220.007812 1616612195.9433
CHLD 1 220.265625 1616612195.9434
CHLD 2 220.457031 1616612195.9434
CHLD 3 219.976562 1616612195.9434
CHLD 4 220.511719 1616612195.9434
CHLD 5 219.882812 1616612195.9435
MEM 1345.300781 1616612196.0571
CHLD 0 222.457031 1616612196.0699
CHLD 1 220.265625 1616612196.0699
CHLD 2 220.457031 1616612196.0700
CHLD 3 219.976562 1616612196.0700
CHLD 4 220.511719 1616612196.0701
CHLD 5 219.882812 1616612196.0701
MEM 1345.300781 1616612196.2008
CHLD 0 222.457031 1616612196.2135
CHLD 1 220.265625 1616612196.2136
CHLD 2 220.457031 1616612196.2136
CHLD 3 219.976562 1616612196.2137
CHLD 4 220.511719 1616612196.2137
CHLD 5 219.882812 1616612196.2138
MEM 1345.300781 1616612196.3273
CHLD 0 222.457031 1616612196.3401
CHLD 1 220.265625 1616612196.3401
CHLD 2 220.457031 1616612196.3402
CHLD 3 219.976562 1616612196.3402
CHLD 4 220.511719 1616612196.3403
CHLD 5 219.882812 1616612196.3403
MEM 1345.300781 1616612196.4538
CHLD 0 222.457031 1616612196.4664
CHLD 1 220.265625 1616612196.4665
CHLD 2 220.457031 1616612196.4665
CHLD 3 219.976562 1616612196.4665
CHLD 4 220.511719 1616612196.4666
CHLD 5 219.882812 1616612196.4666
MEM 1345.300781 1616612196.5800
CHLD 0 222.457031 1616612196.5926
CHLD 1 220.265625 1616612196.5926
CHLD 2 220.457031 1616612196.5927
CHLD 3 219.976562 1616612196.5927
CHLD 4 220.511719 1616612196.5928
CHLD 5 219.882812 1616612196.5928
MEM 1345.300781 1616612196.7058
CHLD 0 222.457031 1616612196.7182
CHLD 1 220.265625 1616612196.7183
CHLD 2 220.457031 1616612196.7183
CHLD 3 219.976562 1616612196.7184
CHLD 4 220.511719 1616612196.7184
CHLD 5 219.882812 1616612196.7185
MEM 1345.300781 1616612196.8316
CHLD 0 222.781250 1616612196.8441
CHLD 1 220.265625 1616612196.8441
CHLD 2 220.457031 1616612196.8442
CHLD 3 219.976562 1616612196.8442
CHLD 4 220.511719 1616612196.8443
CHLD 5 219.882812 1616612196.8443
MEM 1348.171875 1616612196.9578
CHLD 0 225.332031 1616612196.9704
CHLD 1 220.265625 1616612196.9705
CHLD 2 220.457031 1616612196.9705
CHLD 3 219.976562 1616612196.9706
CHLD 4 220.511719 1616612196.9706
CHLD 5 219.882812 1616612196.9707
MEM 1349.035156 1616612197.0839
CHLD 0 226.429688 1616612197.0964
CHLD 1 220.265625 1616612197.0965
CHLD 2 220.457031 1616612197.0965
CHLD 3 219.976562 1616612197.0966
CHLD 4 220.511719 1616612197.0966
CHLD 5 219.882812 1616612197.0966
MEM 1353.226562 1616612197.2103
CHLD 0 232.378906 1616612197.2232
CHLD 1 220.265625 1616612197.2232
CHLD 2 220.457031 1616612197.2233
CHLD 3 219.976562 1616612197.2233
CHLD 4 220.511719 1616612197.2233
CHLD 5 219.882812 1616612197.2234
MEM 1359.414062 1616612197.3370
CHLD 0 236.570312 1616612197.3500
CHLD 1 220.265625 1616612197.3500
CHLD 2 220.457031 1616612197.3501
CHLD 3 219.976562 1616612197.3501
CHLD 4 220.511719 1616612197.3502
CHLD 5 219.882812 1616612197.3502
MEM 1361.750000 1616612197.4648
CHLD 0 238.906250 1616612197.4783
CHLD 1 220.265625 1616612197.4783
CHLD 2 220.457031 1616612197.4784
CHLD 3 219.976562 1616612197.4784
CHLD 4 220.511719 1616612197.4785
CHLD 5 219.882812 1616612197.4785
MEM 1362.007812 1616612197.5921
CHLD 0 239.164062 1616612197.6051
CHLD 1 220.265625 1616612197.6052
CHLD 2 220.457031 1616612197.6052
CHLD 3 219.976562 1616612197.6053
CHLD 4 220.511719 1616612197.6053
CHLD 5 219.882812 1616612197.6054
MEM 1362.007812 1616612197.7215
CHLD 0 239.164062 1616612197.7357
CHLD 1 220.265625 1616612197.7357
CHLD 2 220.457031 1616612197.7358
CHLD 3 219.976562 1616612197.7358
CHLD 4 220.511719 1616612197.7359
CHLD 5 219.882812 1616612197.7359
MEM 1361.257812 1616612197.8506
CHLD 0 238.414062 1616612197.8640
CHLD 1 220.265625 1616612197.8640
CHLD 2 220.457031 1616612197.8641
CHLD 3 219.976562 1616612197.8641
CHLD 4 220.511719 1616612197.8642
CHLD 5 219.882812 1616612197.8642
MEM 1361.257812 1616612197.9777
CHLD 0 238.414062 1616612197.9904
CHLD 1 220.265625 1616612197.9905
CHLD 2 220.457031 1616612197.9905
CHLD 3 219.976562 1616612197.9906
CHLD 4 220.511719 1616612197.9906
CHLD 5 219.882812 1616612197.9907
MEM 1361.257812 1616612198.1044
CHLD 0 238.414062 1616612198.1177
CHLD 1 220.265625 1616612198.1178
CHLD 2 220.457031 1616612198.1178
CHLD 3 219.976562 1616612198.1179
CHLD 4 220.511719 1616612198.1179
CHLD 5 219.882812 1616612198.1179
MEM 1361.257812 1616612198.2316
CHLD 0 238.414062 1616612198.2445
CHLD 1 220.265625 1616612198.2445
CHLD 2 220.457031 1616612198.2446
CHLD 3 219.976562 1616612198.2446
CHLD 4 220.511719 1616612198.2447
CHLD 5 219.882812 1616612198.2447
MEM 1362.195312 1616612198.3581
CHLD 0 239.351562 1616612198.3706
CHLD 1 220.265625 1616612198.3707
CHLD 2 220.457031 1616612198.3707
CHLD 3 219.976562 1616612198.3708
CHLD 4 220.511719 1616612198.3708
CHLD 5 219.882812 1616612198.3709
MEM 1363.691406 1616612198.4861
CHLD 0 240.847656 1616612198.4988
CHLD 1 220.265625 1616612198.4988
CHLD 2 220.457031 1616612198.4989
CHLD 3 219.976562 1616612198.4989
CHLD 4 220.511719 1616612198.4990
CHLD 5 219.882812 1616612198.4990
MEM 1363.691406 1616612198.6126
CHLD 0 241.121094 1616612198.6253
CHLD 1 220.265625 1616612198.6254
CHLD 2 220.457031 1616612198.6255
CHLD 3 219.976562 1616612198.6255
CHLD 4 220.511719 1616612198.6255
CHLD 5 219.882812 1616612198.6256
MEM 1363.964844 1616612198.7391
CHLD 0 241.121094 1616612198.7517
CHLD 1 220.265625 1616612198.7518
CHLD 2 220.457031 1616612198.7518
CHLD 3 219.976562 1616612198.7519
CHLD 4 220.511719 1616612198.7519
CHLD 5 219.882812 1616612198.7520
MEM 1364.839844 1616612198.8656
CHLD 0 241.996094 1616612198.8783
CHLD 1 220.265625 1616612198.8784
CHLD 2 220.457031 1616612198.8784
CHLD 3 219.976562 1616612198.8785
CHLD 4 220.511719 1616612198.8785
CHLD 5 219.882812 1616612198.8786
MEM 1370.625000 1616612198.9921
CHLD 0 247.781250 1616612199.0049
CHLD 1 220.265625 1616612199.0049
CHLD 2 220.457031 1616612199.0050
CHLD 3 219.976562 1616612199.0050
CHLD 4 220.511719 1616612199.0051
CHLD 5 219.882812 1616612199.0051
MEM 1370.906250 1616612199.1189
CHLD 0 248.062500 1616612199.1317
CHLD 1 220.265625 1616612199.1318
CHLD 2 220.457031 1616612199.1318
CHLD 3 219.976562 1616612199.1319
CHLD 4 220.511719 1616612199.1319
CHLD 5 219.882812 1616612199.1320
MEM 1370.906250 1616612199.2457
CHLD 0 247.136719 1616612199.2588
CHLD 1 220.265625 1616612199.2588
CHLD 2 220.457031 1616612199.2589
CHLD 3 219.976562 1616612199.2589
CHLD 4 220.511719 1616612199.2590
CHLD 5 219.882812 1616612199.2590
MEM 1369.980469 1616612199.3722
CHLD 0 247.136719 1616612199.3848
CHLD 1 220.265625 1616612199.3848
CHLD 2 220.457031 1616612199.3849
CHLD 3 219.976562 1616612199.3849
CHLD 4 220.511719 1616612199.3850
CHLD 5 219.882812 1616612199.3850
MEM 1369.980469 1616612199.4983
CHLD 0 247.136719 1616612199.5107
CHLD 1 220.265625 1616612199.5108
CHLD 2 220.457031 1616612199.5108
CHLD 3 219.976562 1616612199.5109
CHLD 4 220.511719 1616612199.5109
CHLD 5 219.882812 1616612199.5110
MEM 1369.980469 1616612199.6241
CHLD 0 247.136719 1616612199.6366
CHLD 1 220.265625 1616612199.6367
CHLD 2 220.457031 1616612199.6367
CHLD 3 219.976562 1616612199.6367
CHLD 4 220.511719 1616612199.6368
CHLD 5 219.882812 1616612199.6368
MEM 1369.980469 1616612199.7501
CHLD 0 247.136719 1616612199.7627
CHLD 1 220.265625 1616612199.7627
CHLD 2 220.457031 1616612199.7628
CHLD 3 219.976562 1616612199.7628
CHLD 4 220.511719 1616612199.7628
CHLD 5 219.882812 1616612199.7629
MEM 1369.980469 1616612199.8762
CHLD 0 247.136719 1616612199.8887
CHLD 1 220.265625 1616612199.8887
CHLD 2 220.457031 1616612199.8888
CHLD 3 219.976562 1616612199.8888
CHLD 4 220.511719 1616612199.8889
CHLD 5 219.882812 1616612199.8889
MEM 1369.980469 1616612200.0025
CHLD 0 247.136719 1616612200.0151
CHLD 1 220.265625 1616612200.0152
CHLD 2 220.457031 1616612200.0153
CHLD 3 219.976562 1616612200.0153
CHLD 4 220.511719 1616612200.0154
CHLD 5 219.882812 1616612200.0154
MEM 1369.980469 1616612200.1287
CHLD 0 247.136719 1616612200.1412
CHLD 1 220.265625 1616612200.1413
CHLD 2 220.457031 1616612200.1413
CHLD 3 219.976562 1616612200.1414
CHLD 4 220.511719 1616612200.1414
CHLD 5 219.882812 1616612200.1415
MEM 1369.980469 1616612200.2550
CHLD 0 247.136719 1616612200.2678
CHLD 1 220.265625 1616612200.2678
CHLD 2 220.457031 1616612200.2679
CHLD 3 219.976562 1616612200.2679
CHLD 4 220.511719 1616612200.2680
CHLD 5 219.882812 1616612200.2680
MEM 1370.750000 1616612200.3818
CHLD 0 248.679688 1616612200.3946
CHLD 1 220.265625 1616612200.3947
CHLD 2 220.457031 1616612200.3948
CHLD 3 219.976562 1616612200.3948
CHLD 4 220.511719 1616612200.3949
CHLD 5 219.882812 1616612200.3950
MEM 1370.332031 1616612200.5084
CHLD 0 247.488281 1616612200.5209
CHLD 1 220.265625 1616612200.5210
CHLD 2 220.457031 1616612200.5210
CHLD 3 219.976562 1616612200.5211
CHLD 4 220.511719 1616612200.5211
CHLD 5 219.882812 1616612200.5211
MEM 1370.589844 1616612200.6342
CHLD 0 249.035156 1616612200.6467
CHLD 1 220.265625 1616612200.6468
CHLD 2 220.457031 1616612200.6468
CHLD 3 219.976562 1616612200.6469
CHLD 4 220.511719 1616612200.6469
CHLD 5 219.882812 1616612200.6470
MEM 1383.738281 1616612200.7606
CHLD 0 262.183594 1616612200.7733
CHLD 1 220.265625 1616612200.7733
CHLD 2 220.457031 1616612200.7734
CHLD 3 219.976562 1616612200.7734
CHLD 4 220.511719 1616612200.7735
CHLD 5 219.882812 1616612200.7735
MEM 1395.597656 1616612200.8869
CHLD 0 274.042969 1616612200.8991
CHLD 1 220.265625 1616612200.8992
CHLD 2 220.457031 1616612200.8993
CHLD 3 219.976562 1616612200.8993
CHLD 4 220.511719 1616612200.8993
CHLD 5 219.882812 1616612200.8994
MEM 1409.003906 1616612201.0128
CHLD 0 287.707031 1616612201.0251
CHLD 1 220.265625 1616612201.0251
CHLD 2 220.457031 1616612201.0252
CHLD 3 219.976562 1616612201.0252
CHLD 4 220.511719 1616612201.0253
CHLD 5 219.882812 1616612201.0253
MEM 1422.152344 1616612201.1386
CHLD 0 300.597656 1616612201.1507
CHLD 1 220.265625 1616612201.1507
CHLD 2 220.457031 1616612201.1508
CHLD 3 219.976562 1616612201.1508
CHLD 4 220.511719 1616612201.1509
CHLD 5 219.882812 1616612201.1510
MEM 1434.527344 1616612201.2645
CHLD 0 312.714844 1616612201.2768
CHLD 1 220.265625 1616612201.2769
CHLD 2 220.457031 1616612201.2769
CHLD 3 219.976562 1616612201.2770
CHLD 4 220.511719 1616612201.2770
CHLD 5 219.882812 1616612201.2771
MEM 1446.644531 1616612201.3905
CHLD 0 325.089844 1616612201.4028
CHLD 1 220.265625 1616612201.4028
CHLD 2 220.457031 1616612201.4029
CHLD 3 219.976562 1616612201.4029
CHLD 4 220.511719 1616612201.4030
CHLD 5 219.882812 1616612201.4030
MEM 1451.285156 1616612201.5162
CHLD 0 328.441406 1616612201.5281
CHLD 1 220.265625 1616612201.5282
CHLD 2 220.457031 1616612201.5282
CHLD 3 219.976562 1616612201.5283
CHLD 4 220.511719 1616612201.5283
CHLD 5 219.882812 1616612201.5284
MEM 1452.304688 1616612201.6413
CHLD 0 330.988281 1616612201.6535
CHLD 1 220.265625 1616612201.6536
CHLD 2 220.457031 1616612201.6536
CHLD 3 219.976562 1616612201.6537
CHLD 4 220.511719 1616612201.6537
CHLD 5 219.882812 1616612201.6538
MEM 1465.687500 1616612201.7672
CHLD 0 344.390625 1616612201.7797
CHLD 1 220.265625 1616612201.7797
CHLD 2 220.457031 1616612201.7798
CHLD 3 219.976562 1616612201.7798
CHLD 4 220.511719 1616612201.7799
CHLD 5 219.882812 1616612201.7799
MEM 1479.351562 1616612201.8933
CHLD 0 357.796875 1616612201.9055
CHLD 1 220.265625 1616612201.9056
CHLD 2 220.457031 1616612201.9056
CHLD 3 219.976562 1616612201.9056
CHLD 4 220.511719 1616612201.9057
CHLD 5 219.882812 1616612201.9057
MEM 1493.273438 1616612202.0192
CHLD 0 371.976562 1616612202.0326
CHLD 1 220.265625 1616612202.0327
CHLD 2 220.457031 1616612202.0327
CHLD 3 219.976562 1616612202.0328
CHLD 4 220.511719 1616612202.0328
CHLD 5 219.882812 1616612202.0329
MEM 1507.453125 1616612202.1462
CHLD 0 385.898438 1616612202.1584
CHLD 1 220.265625 1616612202.1584
CHLD 2 220.457031 1616612202.1585
CHLD 3 219.976562 1616612202.1585
CHLD 4 220.511719 1616612202.1586
CHLD 5 219.882812 1616612202.1586
MEM 1521.375000 1616612202.2721
CHLD 0 399.820312 1616612202.2846
CHLD 1 220.265625 1616612202.2847
CHLD 2 220.457031 1616612202.2847
CHLD 3 219.976562 1616612202.2848
CHLD 4 220.511719 1616612202.2848
CHLD 5 219.882812 1616612202.2848
MEM 1535.554688 1616612202.3982
CHLD 0 414.257812 1616612202.4104
CHLD 1 220.265625 1616612202.4104
CHLD 2 220.457031 1616612202.4105
CHLD 3 219.976562 1616612202.4105
CHLD 4 220.511719 1616612202.4106
